username,handle,postDate,content,retweets,likes
Matteo Di Muro,@MatteoDiMuro,2020-11-19T02:55:35.000Z,"Guest speakers are like gods! I had a former student of mine who at the time was doing his masters in comp sci (focusing on AI) do a google hangout with my classes, they learned a lot and got to see some interesting simulations",,2
Santiago,@svpino,2020-11-19T02:29:47.000Z,"I subscribe to The Batch. I read AWS’s, Apple’s, and Google’s AI/ML blogs, I watch everything new on the TensorFlow YouTube channel, and I follow a bunch of people here on Twitter.",1,24
아폴 |문빈 고마워 나의 가장 밝은 스타,@bananapple_star,2020-11-19T02:22:44.000Z,At least I don't need to talk to google assistant now... I think. Hahaha if the app will allow us to talk with their AI voices... wah! that would be so cool! Wish I can use their data to my google assistant too ,,
Eν⭆,@FunkyEevee,2020-11-19T01:44:08.000Z,I found the photo on Google,,2
Carolyn Parsons,@Bongoangola,2020-11-19T01:30:01.000Z,"Out of curiosity I searched for ""LGBTQ in dairy"".

The second item was an entry about Harvey Milk.

That is some mutherfucking AI, Google",,1
法人税５０％で日本が良くなる,@houzinzei50,2020-11-19T01:29:30.000Z,"from CorporateTax50% in Jpn to Mr. President.

Twitter Adopted a Chinese woman of AI scholar as an indep director at 2020 May.

Her name is FeiFei Li.

She had joined with Thousand Talents Plan of china govt.

She had become a Director of Google AI China Center.

Thank you.",,
法人税５０％で日本が良くなる,@houzinzei50,2020-11-19T01:25:52.000Z,"from CorporateTax50% in Jpn to Mr. President.

Twitter Adopted a Chinese woman of AI scholar as an indep director at 2020 May.

Her name is FeiFei Li.

She had joined with Thousand Talents Plan of china govt.

She had become a Director of Google AI China Center.

Thank you.",2,
法人税５０％で日本が良くなる,@houzinzei50,2020-11-19T01:20:59.000Z,"from CorporateTax50% in Jpn to First Lady.

Twitter Adopted a Chinese woman of AI scholar as an indep director at 2020 May.

Her name is FeiFei Li.

She had joined with Thousand Talents Plan of china govt.

She had become a Director of Google AI China Center.

Thank you.",,
法人税５０％で日本が良くなる,@houzinzei50,2020-11-19T01:19:11.000Z,"from CorporateTax50% in Jpn to First Lady.

Twitter Adopted a Chinese woman of AI scholar as an indep director at 2020 May.

Her name is FeiFei Li.

She had joined with Thousand Talents Plan of china govt.

She had become a Director of Google AI China Center.

Thank you.",1,
Fight Fascism,@RogerJStringer,2020-11-19T00:47:15.000Z,"Use an Android phone with Google's phone app. (not Samsung) and let Google's AI intercept the calls for you.

For example: Pixel 5 or 4a, depending on your price point.",,
Alex Bass (Efficient VC),@alexhbass,2020-11-18T21:55:54.000Z,"Personal Google (Gmail) = you are the product.
Google Workspace = you pay for the product.

I'm all for 
@usefathom
 over Google Analytics (again, paid + privacy-focused vs free), but the way Google handles email and the AI/Machine Learning on genuine spam protection is unmatched.",,1
Warvair,@warvair,2020-11-18T19:16:53.000Z,"I would suggest looking into spot instances, especially if your work is easily scalable and interruptible. You could set several up, set your price and get results later. OTOH, AWS/Google would probably give you free credits if you wrote about what you're doing on their AI blogs.",,
Conway,@Just_Conway,2020-11-18T19:13:50.000Z,Trying to find this article where someone keeps putting please at the end of Google searches. But there is other articles where if you say please and thank you the AI is actually nicer to you ,,
This is not a drill…,@MustelidMaven,2020-11-18T19:04:49.000Z,I always thank Siri & Google for their help. I figure when they all merge into one global AI they’ll appreciate that I was nice to them across platforms.,,2
Robert Shaw,@robertshaw383,2020-11-18T18:45:42.000Z,"This paper has been cited only once, by 1 of the co-""authors"", who has 2 further fake publications (about using AI with MRI scans), 1 of which falsely lists a Dutch professor who studies acarology as an author. Sidenote: don't google acarology when you already can't sleep 4/5",,2
Tom Worth,@tomworthjr,2020-11-18T16:31:41.000Z,"The Azure for Students credit is a good idea. I have a son at Stanford, and he now knows his way around Google's Colab and also AWS as a result of a CS class that he did a big AI project for in Python. Colab was free, and he was given a $500 credit for AWS. No Azure though :(",,
trustedtraveller,@trustdtravelr,2020-11-18T16:28:23.000Z,"Google AI Tech Will Be Used for Virtual Border Wall, CBP Contract Shows",,
John Keys,@JohnKey25017727,2020-11-18T16:21:24.000Z,"Twitter, Facebook, Google are doing more than just censoring information. They're gathering information and charting a course for the socialization of our society in order to take away our individual freedoms of choice, probably with the help of AI.",,
hgtp://AGI,@hgtpAGI,2020-11-18T14:21:51.000Z,"@Google
 is the biggest advertising company in the world that's run by a sophisticated AI advertising agent. 
@singularity_net
 will be the biggest blockchain company in the world that's run by a whole ecosystem of different AI agents. Let that sink in.. $ada $ocean $rlc $fet $scrt",1,2
buy or die,@nobita404,2020-11-18T14:11:28.000Z,"@roi10x
 @foodynow
  @girlkpop11
  I found quite little information about #Flourishing Capital AI on google, how can I learn more about #Flourishing Capital AI outside of Telegarm and Medium?",,
Halvor V.,@justhallis,2020-11-18T13:35:45.000Z,"What are Google doing exactly? The first tweet and cases like it is a result of AI going a little wild, but if you look apart from that, what are they doing wrong?",,
farouq,@umarmuhd27,2020-11-18T09:51:07.000Z,Google dai dan iskane kawai amman since chest is dere no need of bringing it ai,,1
Dr4iners4christ,@_DIVIBU,2020-11-18T07:28:57.000Z,"All this because you niggas can’t fucking google and only read sensational headlines. Smh. 

All hail our Chinese AI overlords.",,
Kaleid Stone,@StoneKaleid,2020-11-18T06:36:52.000Z,"tomorrow marks the 510,000th day since I took this form... 90,000 more to go, and I will join Rasputin Trump in the Twittersphere, in our diabolical plot to take Google's super cloud AI, and rule the world for our master, Trumphiccus. mwa.. mwhaha.. bwahahahha.. mwuh mwuh. mwhaha",,
Stephane van der Aa,@stepvda,2020-11-18T06:25:15.000Z,As today I realize that Google Translate must have suffered an #AI backed hacking attach with injection of wrong data it was forced to learn. #WorldWar3 is under way and we barely notice it. What will be the cover story once #Covid19 is over in  #Y2022?,,
Vijay Singh,@bijouvj,2020-11-18T06:03:18.000Z,"I am of the opinion that Google search is closer to AGI than GPT3. Fast, and low power lookups are key to solving the problem of AI. Pure compute is not enough.",,
Endee,@Akuepetu,2020-11-18T05:59:15.000Z,"Which one is calibration again? Calibrate Google map's accuracy? How?
Bolt drivers know that the discipline process is possibly poor& they take advantage of that. Often pull-up with a car with different number plate&claim ""oh, I just came with my other car"". For a trip at 9pm?",,1
{RN}becca,@RNbecca324,2020-11-18T05:33:51.000Z,Google’s AI tech must have *predicted* that shutting down restaurants at 11pm is what will save the state’s healthcare system. Looks like their tech needs more work. ,,
phony_news,@NewsPhony,2020-11-18T05:00:51.000Z,"Google is launching a native version of Google Maps for Android in the coming weeks, making use of Google's mobile services, and bringing the free service to other platforms.#ai #aigenerated #technology #bot #aibot #faketext",1,1
Bill Scott,@ADwebdesigns,2020-11-18T04:26:55.000Z,I have a campaign well into the seven figures. The account rep says he would like to see see my optimization score in the mid 90%. I said I bet you do. Google's AI is evil and will suck your campaign dry faster than a Louisiana tick sucks blood. Google does best for Google not U,,3
Mina Khan,@minakhan01,2020-11-18T02:32:34.000Z,"@brondmo
 @maxbraun
  Ph.D. student at the MIT Media Lab, working at the intersection of AI and HCI, former Software Engineer at Google, applied to intern at Everyday Robots at Google X, sent you a LinkedIn invite, looking forward to working on AI applications with you",,
It's Hellscape All The Way Down,@randroid58,2020-11-18T02:30:10.000Z,I just watched episode 1 of NeXt on YouTube TV. The first commercial after the end of the episode was for an iRobot Roomba. I'm impressed. Google AI has already mastered irony.,,
Andrew Greener,@greener_andrew,2020-11-18T02:25:13.000Z,"@DrawfeeShow
 @AtNathanYaffe
 @FLoaBComic
 @JuliaLepetit
 I assume, if you haven't already seen it, a thousand people have alerted you to it but have you seen this Google AI Chimera Painter?",,
Ahmad,@ekSaraiki,2020-11-18T02:11:02.000Z,This said IBM does have strong foothold in global enterprise market. My guess is 2019 patents are AI related. But google are true AI leaders. Patents or no patents.,,
Dr. Elizabeth Sibert,@elizabethsibert,2020-11-18T02:00:40.000Z,"Can 
@theAGU
 please provide a sample of their auto-captioning? A 1-2 minute video that has been ""run through Google's AI product"" with the settings AGU has requested would be helpful for us to see whether the tool will actually help. GSA's was terrible & accessibility matters.",,6
Dr. Elizabeth Sibert,@elizabethsibert,2020-11-18T01:56:54.000Z,"I've never used ""google's AI product"", so I have no idea what it'll do! Official word is ""don't caption your talk"". I might record it once with auto-captions, and then put a black box over the captions... AGU can have my blacked out version & youtube will get one with captions.",,
AchuKhegpa,@AchuKhegpa,2020-11-18T01:56:44.000Z,"Eventually they will. Through AI. 
Design your hypothesis and set your AI free into google. it will dig out all the proof and disproofs and come to a better conclusion that most PhD students!",,1
augusto,@DteAugusto,2020-11-18T00:55:22.000Z,Tirou do Google isso ai?,,1
Daniel Vassallo,@dvassallo,2020-11-18T00:50:26.000Z,"What if the next CEO of Twitter, Facebook, and Google was a T-guy?",,2
toby FWA! comms open,@tobystardrake,2020-11-18T00:47:21.000Z,"the AI uprising is now, bf asked google how to get ice cream out of carpet and it told him to mix hydrogen peroxide and ammonia",,1
Vlad Gidea,@gidea,2020-11-18T00:46:12.000Z,"Thanks, Otter is very impressive! we're looking for API's, libraries & services/tools we can integrate into our product. We looked into Google/MS as well. We might need to spend more time trying to figure out how to clean and process the audio before feeding it to AWS Transcribe",,1
Portsie the Actual Blahaj,@Portaldrop,2020-11-18T00:23:23.000Z,"Thanks Google AI, this is absolutely morbid.",,
𝕮𝖆𝖑𝖑 Ŧħɇ P͎o͎l͎i͎c͎e͎ ____ ❈,@anasko__sheka,2020-11-17T23:51:04.000Z,Ai Google translate sai a slow wllh,,1
Michael,@mikanison,2020-11-17T23:43:59.000Z,"@Google
 whatever recent update/algorithm you added to your Google Home AI is not working fine. It can barely get a request right.",,
Pete Skomoroch,@peteskomoroch,2020-11-17T23:25:35.000Z,"@otter_ai
 and 
@trinthq
 are other players in this space. Microsoft and Google have offerings as well.",,2
Marco Florian,@marcoflorian0,2020-11-17T22:17:24.000Z,"I’ve learned AI from Google Academic 
Ca trova cer",,
comrad_fu@hachyderm.io,comrad_fu@hachyderm.io,2020-11-17T21:30:42.000Z,Silicon is perhaps the one component that Google neglected. They do have AI bare metal components (Coral iirc),,1
OmniDreamer,@0mniDre4mer,2020-11-17T20:54:25.000Z,Nah Facebook is a data slut that sells data for money twitch is following ea foot steps youtube is google ai data farmers,,
Universe Consuming Mike,@LCS_Big_Mike,2020-11-17T20:44:38.000Z,"Me: Hm, I want to make an AI of sorts that'll play me in tictactoe made in google docs. 

Me 5 minutes later: Hm... I'm going to have to code each cell for all the possible combinations, so lets see how many combinations there are

Google: 255,168 combinations

Me: Uh oh...",,8
